name,description
Golf Performance Podcast,"Conversation based on you playing your best golf. In Episode 9 of the Golf Performance Podcast.  Host, JJ. Wood and Lebronald Palmer host a very special guest @TiffanyTraining

We discuss taking advantage of the winter months for better golf!

Follow Tiff on IG @TiffanyTraining

Visit https://gpghouston.com/ for details on the pod! 

Follow The Golf Performance Group on Instagram @golfperformancegroup and email at jjwoodgolf@gmail.com and @lebronaldpalmer

Subscribe on itunes, spotify, google play or soundcloud. All details can be found at www.golfperformancegroup.com

Please rate, review and subscribe! In Episode 8 of the Golf Performance Podcast.  Host, JJ. Wood and Lebronald Palmer host a very special guest @Hollywoodfitness1 

We discuss the process of training elite athletes and the correlation in the lower body of elite boxers and golfers. 

Follow Chris on IG @hollywoodfitness1

Visit https://gpghouston.com/ for details on the pod! 

Follow The Golf Performance Group on Instagram @golfperformancegroup and email at jjwoodgolf@gmail.com and @lebronaldpalmer

Subscribe on itunes, spotify, google play or soundcloud. All details can be found at www.golfperformancegroup.com

Please rate, review and subscribe! In Episode 7 of the Golf Performance Podcast.  Host, JJ. Wood and Lebronald Palmer make 2020 golf predictions and share our new year golf resolutions. 

Visit https://gpghouston.com/ for details on the pod! 

Follow The Golf Performance Group on Instagram @golfperformancegroup and email at jjwoodgolf@gmail.com and @lebronaldpalmer

Subscribe on itunes, spotify, google play or soundcloud. All details can be found at www.golfperformancegroup.com

Please rate, review and subscribe! In Episode 6 of the Golf Performance Podcast.  Host, JJ. Wood and Lebronald Palmer chat about Lebronald’s on course lesson and the President’s Cup.

For more details on the challenge go to https://gpghouston.com/

Follow The Golf Performance Group on Instagram @golfperformancegroup and email at jjwoodgolf@gmail.com and @lebronaldpalmer

Subscribe on itunes, spotify, google play or soundcloud. All details can be found at www.golfperformancegroup.com

Please rate, review and subscribe! In Episode 5 of the Golf Performance Podcast.  Host, JJ. Wood and Lebronald Palmer dive in the lesson 4 of the 90 day challenge with Tempo. Also we catch up on the latest PGA tour talk.

For more details on the challenge go to https://gpghouston.com/

Follow The Golf Performance Group on Instagram @golfperformancegroup and email at jjwoodgolf@gmail.com and @lebronaldpalmer

Subscribe on itunes, spotify, google play or soundcloud. All details can be found at www.golfperformancegroup.com

Please rate, review and subscribe! In Episode 4 of the Golf Performance Podcast.  Host, JJ. Wood and Lebronald Palmer dive in the lesson 3 of the 90 day challenge with Face Awareness. 

For more details on the challenge go to https://gpghouston.com/

Follow The Golf Performance Group on Instagram @golfperformancegroup and email at jjwoodgolf@gmail.com and @lebronaldpalmer

Subscribe on itunes, spotify, google play or soundcloud. All details can be found at www.golfperformancegroup.com

Please rate, review and subscribe!"
Good Time Boys Podcast,"Your host Brett B is an experienced talent exuberator/podcaster extrodinaire here to bring a little flavour to your week. Podcasting to you from the Harrison studio in Kelowna B.C.  to talk to you about life, love, fighting and more. WELCOME BACK everybody to episode # 70 of the Good Time Boys Podcast. Brett is joined by his lovely guest host/Fiance Emily who is fresh outta quarantine. The two talk weather and weather only....ENJOY! Brett is back at it again in the Harrison studio for episode 69 of the GTB pod. Unfortunately he is by himself due to his guest contracting the Zika virus. Brett goes solo to recap the week away from Kelowna. ENJOY! Welcome back everybody to the first episode of 2020. Brett is joined today by guest Hostess with the mostess and Fiance Emily to talk about their upcoming trip to AZ, s****y cars and house fires. ENJOY! HAPPY NEW YEARS EVERYONE!!! On this very special new years eve episode I go over my top 10 albums of the year. I'm later joined by my beautiful Fiance as we talk s**t and go over some resolutions for the new year. ENJOY!!! HO HO HO Merry Christmas Everyone! Coming to you live from the Harrison studio Brett is joined once again by the Big Dog himself Mr. Gavin Robson. The guys shoot the s**t on Cocktails eve talking hot sauce, weird dreams and 12 pubs of Christmas. ENJOY! Welcome back everyone! I am joined in studio once again by my trustee guest co-hostess/ beautiful fiance Emily Maclean. We talk everything Big White, farts and the holidays, ENJOY!"
Goon Life Experience,"The best podcast in the game. 3 guys catching up and discussing things In this episode we talk about weed, NBA, UFC and list the top 5 cereals of all time In this podcast we talk about weightlifting, camping in the wood, drug, movies, netflix documentary, and war In this we talk about Iran, logan paul, doing drugs, kohen losing his s**t, and hayden being a bad dog owner On the first day of 2020 we talk about the NBA, Charlotte trip, mason burying a dead animal, upcoming trips, camping at night, and mason NBA fantasy In this christmas special the mason gets high and the boys talk about life, christmas, new years resolutions, fitness, upcoming videos, and more. They also argue. In the episode Kohen ends up joining mason and hayden and talks about his edible stories and other s**t"
Gospel Centered Health,"Join Gospel Centered Health weekly to learn tips for living a fit life that brings honor to Jesus. For too long we have allowed the world to tell us what healthy living looks like.  It has nothing to do with vanity, but everything to do with loving others like Jesus. We take a Christ-centered approach to nutrition, emotional health, exercise, self-care, prayer, and lifestyle. Join Mendy as she interviews Andy Forbeck, a counseling graduate student and mens's ministry leader. Andy shares the definition of self-care. He profoundly explains the difference between relief and restoration. He urges Christians to allow their self-care to bring them closer to Jesus instead of themselves and the world around them.  Mendy defines self-compassion. What is it. What is it not? Then she takes a deep dive into how Christians should be practicing self-compassion in a Christ-centered way. We should be leading the charge on self compassion because Jesus is the creator of compassion and love. Just like He gives us forgiveness, grace, and love, we can also allow for compassion to settle in while we worship at His feet. Shellie Tomlinson, the author of several Christian books, shares how she strives to practice good portion control with her favorite southern cuisine. She is a radio host, is a grandmother, and regularly speaks at women's retreat and Christian conventions. Her joyful attitude and living a healthy life for Jesus is contagious. Grab these portion control tips and use them for you own life.  Mendy interviews Lana Stenner, the author of a 60-second devotional for parents and teens to do together before school starts. Lana shares how to create a shield around your home that creates a sacred and safe place for your teenagers to engage in short meaningful conversations. Lana also tells you how teens actually do want to discuss the hard topics, hear God's scripture spoken over them, and get a gentle hug each morning before heading out to the war zone known as high school.  Ashley Christian, an adoption advocate who intentionally eats to regulate her emotions and hormones, shares her favorite tips for success. She even shares her favorite healthy pizza recipe. Hear her story and be inspired to take flour, sugar, and alcohol from your diet. You'll also be motivated to try Kombucha. Ashley is relatable and sincere. Her real life journey will help you feel understood and normal.  Mendy shares why yoga is not congruent with the teachings found in God's word about meditation. She also points out how deeply rooted yoga is in the the Hindu religion and culture. Then, she shares her own journey practicing yoga but eventually feeling a strong conviction to stop. "
Graced Health,"For the woman who wants simple ways to take care of herself and age her body well. And of course, we enjoy a little chocolate in the process. I’m here to equip you with resources, hacks, and most importantly, grace for your health. We'll discover ways to integrate this into the gym and kitchen, and dig into the Word to see what we can learn from our Creator about our health. (And by the way, there's no BMI index in the Bible, so leave your body image concerns at the door!) ""Listen to your body"" ...  but what does that mean? Today we explore 12 ways your body may be talking to you. Try these simple protein-filled make-ahead breakfasts to get you and your child ready for the day. If you're struggling to fuel your teen athlete (and have him/her be on board with the process), tune in with sports dietitian, Roberta Anding. If you are one of the 80% of people who don't know at 4pm what's for dinner, listen in to for strategies to help make meal planning simple. Here are eight ways to approach your New Years resolutions so you don't find yourself burned out, exhausted, or injured in 3 weeks. If you're interested in learning about the FASTer Way to Fat Loss program, listen in as I share my experience including what I liked, challenges I had, and revelations about my food."
GrahamCracker Fitness,Bruh Face GrahamCracker Fitness
Grapple Chapel,"Grapple Chapel: Join Isaac and Colin in a light hearted discussion of recent martial art and grappling fights. Learn more about the fighters you love and the history of the sports that have influenced us all! From Greco Roman wrestling time Brazilian Jiu Jitsu we will (eventually) get to it all! Welcome to Grapple Chapel! Quick history of freestyle wrestling/catch wrestling. Discussion of Kyle Dake, Nicky Rod and latest UFC bouts! 

--- 

This episode is sponsored by 
· Anchor: The easiest way to make a podcast.  https://anchor.fm/app The use of Performance Enhancing Drugs (PED) or Doping, is found in all sports and at all levels of competition. This week Isaac and Colin are joined by Joseph Williams a YouTuber, Social Media influencer , online Personal trainer and nutrition consultant. He has his B.S. in Exercise Physiology from Brigham Young University Idaho. Joseph also is a member of the National Strength and Conditioning Association (NSCA) as well as a NPC Competitor in Middleweight Bodybuilding and Classical Physique. 
Joseph and Grapple Chapel discuss PED use in sports and the effects it plays on the sports we all love.  

Josephs Youtube and social Media links:
https://www.youtube.com/jawsfitness
https://www.instagram.com/jawsfitness/

Dojo Download:
https://alaskakravmagafitness.com/

Citations:
https://www.bjj-spot.com/doping-bjj-steroids/
https://www.nytimes.com/2019/12/09/sports/russia-doping-ban.html
https://www.sportskeeda.com/mma/top-5-high-profile-drug-scandals-in-ufc-history
https://www.flograppling.com/articles/5065183-everything-we-learned-from-the-paulo-miyao-doping-incident
https://sportsanddrugs.procon.org/historical-timeline/

--- 

This episode is sponsored by 
· Anchor: The easiest way to make a podcast.  https://anchor.fm/app Mark Massey gives us his background and his perspective on the art of Jiu-Jitsu and other Martial Arts. We discuss belt promotions, competition, and making Jiu-Jitsu a lifestyle and not just a sport. Take a listen and learn from the wisdom of Professor Massey. 

Dojo download:

 Imperial BJJ

 BJJ lineage from Helio. Affiliate is One World Jiu Jitsu in Santa Cruz. Located at 1131 Utah Ave in  Butte, MT. Professor is Mike Imperial. Ages are 6-adult. (They also have a podcast called Cross Choke.) Also I did not say the correct address in the podcast but I got it right here. Thank you hope you enjoy the podcast for the week!

Special Thanks to Professor Mark Massey. He came up to Rexburg from Pocatello to do a Seminar. Afterwards he allowed us to pick his brain a bit. We hope to have him on the show again because we were only able to ask him a small percentage of what we wanted to cover! Thank you Mark!






--- 

This episode is sponsored by 
· Anchor: The easiest way to make a podcast.  https://anchor.fm/app A quick* history of the art of boxing. We explore ancient boxing up until contemporary boxing of the 1880’s. We also talk about our predictions of the McGregor Cowboy fight. 

--- 

This episode is sponsored by 
· Anchor: The easiest way to make a podcast.  https://anchor.fm/app A brief... History of the UFC. The Gracie challeneg was the inspiration behind the UFC, which originally was a tournament. Meaning in one night the champion would fight 3 times in a single night! How far the UFC has come! A discussion on rule changes and future potential Disney Princess ideas. We also talk about Amanda Nunes latest Championship Bout. We also talk about the challenges of grappling with strikes involved.  

Corrections: John McCain not Joe Biden stated that the UFC was like human cockfighting. 
Sen. John McCain, R-Ariz., saw a UFC tape. McCain, a lifelong boxing fan, was horrified at the ground fighting, kicks, and head butts. It was “barbaric,” he said. It was “not a sport.” He sent letters to all 50 governors asking them to ban ultimate fighting. The outcry against “human cockfighting” became a crusade, and like many crusades, it was founded on misunderstanding.
https://slate.com/news-and-politics/1999/11/fight-clubbed.html

Olympians in the UFC: https://www.ufc.com/news/olympians-octagon



Citations: 
https://www.ufc.com/event/ufc-245#8101
https://en.wikipedia.org/wiki/Ultimate_Fighting_Championship
https://en.wikipedia.org/wiki/UFC_1
https://en.wikipedia.org/wiki/Amanda_Nunes
https://en.wikipedia.org/wiki/Germaine_de_Randamie


--- 

This episode is sponsored by 
· Anchor: The easiest way to make a podcast.  https://anchor.fm/app Isaac and Colin talk about the most recent cross over grappling fight between Gordon “The King” Ryan and Bo Nickal. They discuss rule sets in both cross over matches and jiu jitsu as well as a brief history into wrestling and jiu jitsu. Welcome to Grapple Chapel! 

--- 

This episode is sponsored by 
· Anchor: The easiest way to make a podcast.  https://anchor.fm/app"
GreenStrength Community Podcast,"Join the gang from GreenStrength while they sit and talk about combat sports, real food, natural health, and so much more. Join Luke Tirey, Greg Morris, An Troy Trilzarian in the sauna as they cover a short recap of Chris Hutchnson from the seminar CHokes &amp; Barley 2, the science of weight cuts, strength training in combat sports, and the one thing that all grapplers can do TODAY to start making their game better. (Free of charge!)

Follow the fellas on Instagram at:
@GreenStrengthIV
@Groovy.Moves
@Troy_Trilzarian

Send in questions or topics that you want to hear about.

Song for the intro is ""Kick, Push"" by Ryan Little."
Greg McDermott Podcast,"A Podcast for people who are looking to listen to inspiring stories from others taking action, working towards and achieving goals in their own lives. Whether its in health and fitness, business or life in general Greg aims to share with you their stories so you to can be inspired through action. Enjoy In this episode I talk with one of the most remarkable guys I have ever had the pleasure of meeting, Craig Percival.

Craig has just completed something that has never been even attempted before let alone completed. He has completed 8 full distance Ironman Triathlons, in the 8 states/territories of Australia in 8 days. WOW. My head still shakes even thinking about this undertaking.

He has completed well over 20 Ironman Triathlons and has competed at the Ironman World Championships on 4 occasions. He has completed Ultraman Canada, qualified for and finished a remarkable second at the Ultraman World Championships in Hawaii.

Craig's message is simple and along the lines of a great sporting brand you may have heard of......JUST DO IT. Get up and get through the first 10 minutes of the training session, the race or even just the day and the rest will make itself happen. His other key message to take away from our conversation is to find YOUR WHY??

His drive and determination to inspire others to achieve their goals can be seen in the flesh with his very own coaching business, www.nolimitsendurance.com.au. Craig's support and care for his athletes is second to none and the results his athletes achieve speak for themselves. If you are looking for an amazing coaching experience to elevate you to the next level get in contact with him.

Throughout the 8in8in8 he raised well over A$80,000  for the John Maclean Foundation, an awesome organisation that aims to make the lives of young Australians who use wheelchairs. John himself came out and supported the event right through and I was honoured to be able to have a chat with him and the amazing work he does with young Australians. www.jmf.com.au

Thanks to the Shaun and the team at Temple Nutrition who look after all my racing, training and nutritional needs. They want me to extend a fantastic offer for you next purchase of 30% off. Check them out. They are the business at www.templenutrition.com.au

Until next time
Keep moving
Keep going forward and
Keep kicking goals Welcome to 2016. This year will be the most successful year of your life to date. Take some time to set some big goals for yourself that you know will make you grow into a better, happier and more fulfilled person!! This week I sat down with and amazing young guy who through circumstances out of his control found himself in his young 20's having to stop and re-assess in which direction wanted his life to go. Lincolne has a passion for learning and growing like I've never before seen in someone of his age and I thoroughly enjoyed sitting down and talking with him about his past, how he tackles everyday and I think most importantly what he plans to do in the future. Please send him an email and let him know your thoughts on the episode. lincolneinnis@gmail.com Until next week Keep moving Keep going forward and Keep kicking goals. This week I had the pleasure of catching up with Andrew ""Reidy"" Reid. 

I've been following Reidy's amazing journey for a while now on Instagram and Facebook and after he cracked his 3 hour for the marathon for the first time he was true to his promise of coming on and having a chat.

Reidy's story will sound familiar to a few others we've heard with losing a stack of weight and finding who he truly is through competing in endurance sports and following his dreams. Reidy is the perfect example for someone living with a purpose. He gets up everyday with a passion for what he is doing and has a crack. He now runs his own event, The Bondi Splash 'n' Dash, works in radio for 2GB in Sydney, works with the Lifeguards at Bondi and is a star on the hit TV series Bondi Rescue which is about to start filming its 11th season in Australia.

He doesn't take himself too seriously which I think is awesome and that comes across really quickly.

If you want to follow Reidy he's on twitter at @reidy__ and on Instagram @reidy__

I hope you enjoy this one. Its a cracking conversation that we had on a sunny summer morning in Sydney before I dropped down to Bondi for a swim myself.

Until next week
Keep Moving
Keep going Forward and
Keep kicking goals I sat down with Tim Ford for a chat around all things triathlon, weight loss, healthy lifestyle, goals and the future.

Tim's journey has many similarities with myself and I am totally inspired by what he is achieving in the sport. The quote on his webpage sums Tim up best I think, My Extraordinary, Ordinary Life. He just gets about chasing his goals and along the way inspires others to get up and have a go at a goal they have in mind. He now coaches athletes towards their goals along with studying law full time and travelling up to Thailand to his second home of Thanyapura as often as he can. www.thanyapura.com.

You can contact and follow Tim on Instagram @tford14 and please follow his blog at his website www.oztriathlete.com. There's some awesome articles up there particularly for those at the beginning of their triathlon, running or multisport journey.

Remember Temple Nutrition? These are the guys I am working with to help me to my goal of completing the 2016 Ultraman Australia Championships. Check them out at www.templenutrition.com.au and pop in the code 'mcdermott10' at the checkout for a 10% discount of your order.

Please keep sharing with your friends and if you have any ideas for shows, blogs, feedback or complaints please email me at greg@zeal2u.com.au.

Until next week
Keep moving
Keep going forward and 
Keep kicking goals This week I had the absolute privilege of chatting with Luke Tyburski. Luke's whole view on life and his amazing adventures could mean I could honestly talk with him for days on each of his individual adventures.

We focus on his story of the Ultimate Triathlon that he recently completed and also touch on some of his other amazing achievements including the Marathon Des Sables, his first ever triathlon The Double Brutal Extreme Triathlon (yes this was his first ever triathlon) and his experience learning to surf by riding 400kms to reach the coast before learning to surf the very next morning.

Like many of us Luke hasn't always this motivated, goal driven and generally happy. If you're in a bit of a spot right now where you're not totally happy then I'm sure Luke's story will help you to grow and overcome your struggles.

Luke's Hula Hoop theory is one we can all take something from. Throw it where you can't see it anymore, find it and move yourself back into the middle again. The further you throw it the bigger the adventure.

You can find Luke at www.luketyburski.com and he would love to hear your feedback.

Until next week
Keeping moving
Keep going forward and
Keep kicking goals This week I had the pleasure of sitting down with Annie Crawford. Annie is the chair and founder of Can Too Australia, an organisation formed to help regular people achieve some seriously big goals and also fund the research of cancer.

Annie lost her father to bowl cancer at the young age of 51 and she set out on a course to help fund the research of the disease along with inspiring others that the impossible is indeed possible. The organisation was born and has now trained over 11,000 people to achieve their goals and raised of A$16m for cancer research. It's remarkable that the organisation has achieved this is such a short space of time and I believe this is simply due to the drive and passion of Annie.

This is a wonderful chat about Can Too, the goals for the future along with Annie's personal achievements in both running and swimming.

You can find Can Too at www.cantoo.org.au and please have a good look at their program options if indeed you're looking at a running,swimming or triathlon event that's coming up. The program is FREE. thats right, FREE. All you need to do is get a few mates on board to sponsor you for some fundraising and you're away.

Temple Nutrition are still running their offer for all of our listeners of a 10% discount. www.templenutrition.com.au and enter the code ""mcdermott10"" at the checkout.
I've had a great week of extensively using their products and without solid food on a 6 hour ride I felt full of energy when finishing. I even remarked that I could've done another couple of hours on the bike i felt that good. Check them out.

Until next week
Keep Moving
Keep going forward and 
Keep kicking goals"
Grind Babe Podcast by Alex Garzaro,"A Grind Babe is a Women who Grinds in the Gym, in Business, in Life. Alex Garzaro, a successful entrepreneur, fat loss specialist turned expert lifestyle strategist is on a mission to help women stop settling and claim their transformations. She believes that by transforming your Physique and Psychology you can cultivate the business and life you desire. Join her along with an extraordinary guest to get the tips, tools, strategy, and motivation you need to create your own version of success. Grind Babe ad host Alex Garzaro gives you details ways to cultivate a fitness routine that will breaks the up-up affect and have you transforming your body and life. She shares tips and ways to break the bad nutritional habits for good. Nichole Sylvester is a bestselling author, spiritual teacher, podcaster and creator of The Harmonious Hustle. Her story of radical transformation has inspired her audience to dig deeper and uncover their latent potential. After recovering from addiction and escaping violent abuse, Nichole dramatically turned her life around via spiritual practice. Girrrrl, I get it. It can be tough feel confident and strong in a phase where you feel like “who am I.” In this episode Alex talks about why you feel this way &amp; how you can overcome what is known as “imposter syndrome.” This Is about you taking back your power and empowering you to stop waiting for someone to make your dreams happen. Along with the #1 thing that stops people from moving forward and actually succeeding. Perspective is the new Black! How we see, speak and

Think affects our energy and how we handle things. So check out this episode to hear how I have decided to stop having setbacks. Project S.H.I.F.T is a live event that I created to help individuals learn how to Stop Hiding In False Truths (S.H.I.F.T) 

In this keynote I help you uncover how you allow projected beliefs to become your own beliefs."
GRIT FIT: Find your Grind | Fitness &amp; Wellness,"Your body is a high performance sports car—treat it like one! An introduction to some of the topics we will be covering in this podcast—by sharing a small part of my personal story with you all as an Olympic Development Level athlete and as someone struggling with Mental Health, and how I overcame the latter to get to the abundantly joyful place I’m in right now.

--- 

This episode is sponsored by 
· Anchor: The easiest way to make a podcast.  https://anchor.fm/app"
GSMC Fitness Podcast,"Are you ready to get serious about fitness but need a little nudge? Maybe you’re already a fitness fanatic but are always looking to learn more. The GSMC Fitness Podcast is the place to come for people of all skill and interest levels. Join us as we explore the latest trends in the fitness world. Does that new exercise really work? Should I try yoga? Lifting weights? Doing water aerobics? Whatever your question, chances are good you’ll find an answer here! Alexandra talks about muscle soreness, burnout, how poor sleep contributes to weight gain, how to distract yourself from cravings, and circuit training.
As always, if you enjoyed the show, follow us and subscribe to the show: you can find us on iTunes or on any app that carries podcasts as well as on YouTube. Please remember to subscribe and give us a nice review. That way you’ll always be among the first to get the latest GSMC Fitness Podcasts.

We would like to thank our Sponsor: GSMC Podcast Network

Advertise with US: http://www.gsmcpodcast.com/advertise-with-us.html 

Website: http://www.gsmcpodcast.com/fitness-podcast.html 
ITunes Feed: https://podcasts.apple.com/us/podcast/gsmc-fitness-podcast/id1493043819 
GSMC YouTube Channel: https://www.youtube.com/watch?v=GzldAQRlhl8
Twitter: https://twitter.com/GSMC_Fitness   
Facebook: https://www.facebook.com/Golden-State-Media-Concepts-Fitness-Podcast-109772763872737/

Disclaimer: The views expressed on the GSMC Fitness Podcast are for entertainment purposes only. Reproduction, copying, or redistribution of The GSMC Fitness Podcast without the express written consent of Golden State Media Concepts LLC is prohibited. Alexandra talks about fasting vs eating prior to a workout, whether low-impact still burns calories, what sweat does and doesn't mean for your workout, and the best clothes to wear for comfort.

As always, if you enjoyed the show, follow us and subscribe to the show: you can find us on iTunes or on any app that carries podcasts as well as on YouTube. Please remember to subscribe and give us a nice review. That way you’ll always be among the first to get the latest GSMC Fitness Podcasts.

We would like to thank our Sponsor: GSMC Podcast Network

Advertise with US: http://www.gsmcpodcast.com/advertise-with-us.html 

Website: http://www.gsmcpodcast.com/fitness-podcast.html 
ITunes Feed: https://podcasts.apple.com/us/podcast/gsmc-fitness-podcast/id1493043819 
GSMC YouTube Channel: https://www.youtube.com/watch?v=GzldAQRlhl8
Twitter: https://twitter.com/GSMC_Fitness   
Facebook: https://www.facebook.com/Golden-State-Media-Concepts-Fitness-Podcast-109772763872737/

Disclaimer: The views expressed on the GSMC Fitness Podcast are for entertainment purposes only. Reproduction, copying, or redistribution of The GSMC Fitness Podcast without the express written consent of Golden State Media Concepts LLC is prohibited. Ty gives some tips and tricks to keeping your goals.  From simplifying to workout buddies.  These common sense tricks are often overlooked.

As always, if you enjoyed the show, follow us and subscribe to the show: you can find us on iTunes or on any app that carries podcasts as well as on YouTube. Please remember to subscribe and give us a nice review. That way you’ll always be among the first to get the latest GSMC Fitness Podcasts.

We would like to thank our Sponsor: GSMC Podcast Network

Advertise with US: http://www.gsmcpodcast.com/advertise-with-us.html 

Website: http://www.gsmcpodcast.com/fitness-podcast.html 
ITunes Feed: https://podcasts.apple.com/us/podcast/gsmc-fitness-podcast/id1493043819 
GSMC YouTube Channel: https://www.youtube.com/watch?v=GzldAQRlhl8
Twitter: https://twitter.com/GSMC_Fitness   
Facebook: https://www.facebook.com/Golden-State-Media-Concepts-Fitness-Podcast-109772763872737/

Disclaimer: The views expressed on the GSMC Fitness Podcast are for entertainment purposes only. Reproduction, copying, or redistribution of The GSMC Fitness Podcast without the express written consent of Golden State Media Concepts LLC is prohibited. Alexandra talks about cardio and strength  and how each might affect your health. She discusses some myths when it comes to cycling, talks about swimming and water aerobics as  low-impact options, and finally talks about fitness and social media.

As always, if you enjoyed the show, follow us and subscribe to the show: you can find us on iTunes or on any app that carries podcasts as well as on YouTube. Please remember to subscribe and give us a nice review. That way you’ll always be among the first to get the latest GSMC Fitness Podcasts.

We would like to thank our Sponsor: GSMC Podcast Network

Advertise with US: http://www.gsmcpodcast.com/advertise-with-us.html 

Website: http://www.gsmcpodcast.com/fitness-podcast.html 
ITunes Feed: https://podcasts.apple.com/us/podcast/gsmc-fitness-podcast/id1493043819 
GSMC YouTube Channel: https://www.youtube.com/watch?v=GzldAQRlhl8
Twitter: https://twitter.com/GSMC_Fitness   
Facebook: https://www.facebook.com/Golden-State-Media-Concepts-Fitness-Podcast-109772763872737/

Disclaimer: The views expressed on the GSMC Fitness Podcast are for entertainment purposes only. Reproduction, copying, or redistribution of The GSMC Fitness Podcast without the express written consent of Golden State Media Concepts LLC is prohibited. Ty talks about his experience as a type 1 diabetic with fitness.  This podcast is designed to clear up confusion for loved ones, and to motivate diabetics to get fit, stay fit, and have a great life...

As always, if you enjoyed the show, follow us and subscribe to the show: you can find us on iTunes or on any app that carries podcasts as well as on YouTube. Please remember to subscribe and give us a nice review. That way you’ll always be among the first to get the latest GSMC Fitness Podcasts.

We would like to thank our Sponsor: GSMC Podcast Network

Advertise with US: http://www.gsmcpodcast.com/advertise-with-us.html 

Website: http://www.gsmcpodcast.com/fitness-podcast.html 
ITunes Feed: https://podcasts.apple.com/us/podcast/gsmc-fitness-podcast/id1493043819 
GSMC YouTube Channel: https://www.youtube.com/watch?v=GzldAQRlhl8
Twitter: https://twitter.com/GSMC_Fitness   
Facebook: https://www.facebook.com/Golden-State-Media-Concepts-Fitness-Podcast-109772763872737/

Disclaimer: The views expressed on the GSMC Fitness Podcast are for entertainment purposes only. Reproduction, copying, or redistribution of The GSMC Fitness Podcast without the express written consent of Golden State Media Concepts LLC is prohibited. Alex talks about a variety of topics, including Metabolic Syndrome, BMI, home equipment, fitness challenges, and more.

As always, if you enjoyed the show, follow us and subscribe to the show: you can find us on iTunes or on any app that carries podcasts as well as on YouTube. Please remember to subscribe and give us a nice review. That way you’ll always be among the first to get the latest GSMC Fitness Podcasts.

We would like to thank our Sponsor: GSMC Podcast Network

Advertise with US: http://www.gsmcpodcast.com/advertise-with-us.html 

Website: http://www.gsmcpodcast.com/fitness-podcast.html 
ITunes Feed: https://podcasts.apple.com/us/podcast/gsmc-fitness-podcast/id1493043819 
GSMC YouTube Channel: https://www.youtube.com/watch?v=GzldAQRlhl8
Twitter: https://twitter.com/GSMC_Fitness   
Facebook: https://www.facebook.com/Golden-State-Media-Concepts-Fitness-Podcast-109772763872737/

Disclaimer: The views expressed on the GSMC Fitness Podcast are for entertainment purposes only. Reproduction, copying, or redistribution of The GSMC Fitness Podcast without the express written consent of Golden State Media Concepts LLC is prohibited."
